Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Mohsin Raza Khan,SAMAA TV,Jang,Balochistan,Multan,Economy,Remittances fall sharply in July,58.93298246,5000000.0,264.5,0.088017855335,3.0,1161715.0,95643.5,3112599.148,No,1.0,2021-08-18,,Neutral,24801.0,True,False,True,True,True,False,True,False,False,1,True
Matiullah Jan,ARY News,Express Tribune,Azad Jammu & Kashmir,Peshawar,Media,Dawn faces backlash over editorial,56.06780072,5000000.0,241.0,-1.168789661,4.0,489582.0,1190.0,543369.2122,No,,2023-09-16,English,Neutral,23456.0,True,False,True,False,False,False,False,False,False,1,True
Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Sindh,Quetta,Sports,Pakistan football team defeats India,56.06780072,5000000.0,146.0,0.1081336782,,1098347.0,164364.0,3847399.301,No,1.0,2021-03-04,,,25424.0,True,False,False,True,True,True,False,False,False,1,True
Najam Sethi,Dawn News,Jang,Balochistan,Karachi,Economy,Dollar hits 300 in open market,54.31346769,1000000.0,388.0,0.8965856075,3.0,1003109.0,107905.0,1229599.223,,,2023-07-01,,Pro-Govt,23678.5,True,False,False,False,True,True,True,False,True,1,True
Owais Tohid,SAMAA TV,Dawn,Islamabad,Rawalpindi,Health,Floods devastate Sindh villages,58.93298246,9848918.0,241.0,-0.2223842574,3.0,432611.0,60765.0,5000000.0,No,1.0,2018-01-23,Urdu,Opposition,23224.0,True,False,False,True,True,False,False,False,False,1,True
Najam Sethi,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Multan,Sports,Cricket team departs for World Cup,75.73214315,5000000.0,378.0,-1.246678761,,1098347.0,21350.0,10000000.0,,0.0,2022-02-21,,,1951.0,False,False,False,False,True,True,False,False,True,1,False
Saleem Safi,ARY News,Express Tribune,Balochistan,Peshawar,Health,Thousands displaced due to rains,62.4214501,5000000.0,236.0,0.1519138414,3.0,1000345.0,95857.0,5000000.0,Yes,1.0,2018-09-02,,Opposition,24817.0,False,False,True,True,True,True,False,False,False,1,True
Rauf Klassra,Abb Takk News,Dawn,Sindh,Hyderabad,Judiciary,Case adjourned till next week,58.74782338,20000000.0,78.0,0.17388798595,3.0,1174623.0,76172.5,5000000.0,Yes,0.0,2021-02-11,Urdu,Pro-Govt,23584.5,True,False,False,True,True,True,True,False,False,1,True
Owais Tohid,SAMAA TV,Daily Pakistan,Azad Jammu & Kashmir,Rawalpindi,Education,Teachers boycott classes in KP,100.0,5000000.0,243.0,-0.1194248091,,1618417.0,80925.0,5000000.0,No,,2019-03-18,Urdu,,27482.0,False,True,True,True,True,False,True,False,False,1,True
Mohsin Raza Khan,Dawn News,Express Tribune,Sindh,Quetta,Politics,Flood relief funds under scrutiny,65.21645937,18768278.0,233.5,-1.451371727,4.0,985675.0,154890.0,4298612.214,No,1.0,2022-09-26,Urdu,Neutral,26297.0,False,False,True,False,False,True,False,False,False,1,True
Owais Tohid,Hum News,Nawa-i-Waqt,Balochistan,Islamabad,Politics,PPP vs PMLN war of words heats up,55.49601863,20000000.0,248.5,-0.3266747345,4.0,953029.5,105099.5,5000000.0,Yes,,2023-05-05,English,Pro-Govt,23149.0,True,False,True,True,False,True,True,False,False,1,True
Mohsin Raza Khan,Dawn News,Jang,Sindh,Quetta,Terrorism,Attack on Army convoy in Waziristan,26.66357592,5000000.0,200.0,-0.1479547361,3.0,705144.0,12280.0,3236965.668,No,1.0,2022-10-02,English,Pro-Govt,27640.0,False,True,True,False,True,False,False,False,False,1,True
Kamran Khan,ARY News,Daily Pakistan,Punjab,Rawalpindi,Judiciary,SC disqualifies minister in assets case,56.06780072,1000000.0,243.0,0.036428137145,3.0,999644.0,58425.0,10000000.0,No,1.0,2020-11-04,English,Neutral,22627.5,True,False,True,True,True,True,False,False,False,1,True
Nusrat Javed,Hum News,Jang,Punjab,Quetta,Judiciary,SC disqualifies minister in assets case,55.49601863,12331487.0,252.0,0.1887393745,3.0,1783843.0,90316.0,5000000.0,No,,2020-09-14,English,Pro-Govt,39573.0,True,False,True,True,True,False,True,False,False,1,False
Shahzeb Khanzada,Abb Takk News,Jang,Khyber Pakhtunkhwa,Peshawar,Economy,IMF deal finalised today,32.55159897,5000000.0,249.0,-0.4548840119,3.0,873051.5,118146.0,10000000.0,,1.0,2025-01-11,Urdu,Pro-Govt,20865.5,False,False,True,False,True,True,True,False,True,1,True
Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Azad Jammu & Kashmir,Karachi,Economy,Pakistan seeks investment from Gulf countries,7.826606526,16485732.0,148.0,0.019117020443,3.0,984303.0,101616.0,5000000.0,Yes,1.0,2018-12-26,,Neutral,25935.5,False,False,False,True,False,True,True,False,False,1,True
Shahzeb Khanzada,ARY News,Express Tribune,Sindh,Islamabad,Health,NDMA warns of heavy rains in Punjab,56.06780072,20000000.0,236.0,1.638493337,3.0,1000345.0,109149.0,5000000.0,Yes,1.0,2024-07-13,,Pro-Govt,24817.0,True,False,True,False,False,True,True,True,False,1,True
Kamran Khan,Geo News,Daily Pakistan,Islamabad,Islamabad,Economy,Budget deficit reaches record high,58.592160105000005,1000000.0,278.0,-0.06426348043999999,1.0,904352.0,80514.0,5000000.0,Yes,0.0,2022-10-13,English,Neutral,25917.5,True,False,True,True,False,True,False,True,False,1,True
Kamran Khan,Dawn News,Daily Pakistan,Khyber Pakhtunkhwa,Karachi,Media,Newspaper circulation declines,54.31346769,5000000.0,274.0,1.196966776,1.0,939869.0,109509.0,5000000.0,No,1.0,2019-11-25,Urdu,Pro-Govt,26375.5,True,True,True,False,False,True,True,True,False,1,True
Ansar Abbasi,Geo News,Daily Pakistan,Azad Jammu & Kashmir,Rawalpindi,Judiciary,SC disqualifies minister in assets case,58.592160105000005,5000000.0,0.0,0.8330318497,3.0,1245712.0,62020.0,10000000.0,,0.0,2018-05-07,English,Opposition,22690.0,True,False,False,False,True,False,False,False,True,1,True
Rauf Klassra,ARY News,Nawa-i-Waqt,Balochistan,Hyderabad,Sports,Women cricket team sets new record,56.06780072,15931030.0,249.0,0.1081336782,2.0,1098347.0,87695.5,5000000.0,Yes,,2022-03-08,,Neutral,25424.0,True,False,False,True,False,True,True,True,False,1,True
Asma Shirazi,Dawn News,Nawa-i-Waqt,Azad Jammu & Kashmir,Lahore,Politics,Senate passes constitutional amendment,54.31346769,20000000.0,233.5,-0.232060017,3.0,985675.0,97786.0,5000000.0,,,2019-01-10,Urdu,Pro-Govt,26297.0,True,False,True,True,True,True,True,True,True,1,True
Mohsin Raza Khan,Geo News,Express Tribune,Balochistan,Islamabad,Health,Punjab bans junk food in schools,58.592160105000005,20000000.0,261.0,-0.01462863279,3.0,1087522.0,99362.0,1623542.771,Yes,0.0,2024-12-22,English,Pro-Govt,17170.0,True,False,True,True,True,True,True,False,False,1,False
Ansar Abbasi,SAMAA TV,Dawn,Khyber Pakhtunkhwa,Rawalpindi,Education,Punjab launches scholarship scheme,58.93298246,8993307.0,199.0,-1.563910797,,970286.0,80925.0,5000000.0,Yes,,2019-12-02,Urdu,,36337.0,True,False,False,False,False,True,True,False,False,1,False
Rauf Klassra,ARY News,Express Tribune,Azad Jammu & Kashmir,Quetta,Education,Matric exams leaked in Karachi,56.06780072,5000000.0,484.0,-1.532191601,2.0,982689.0,95316.0,2695614.892,,0.0,2024-05-01,Urdu,Neutral,22704.0,True,False,False,False,False,True,True,False,True,1,True
Asma Shirazi,Express News,Express Tribune,Balochistan,Karachi,Education,New universities to be established,59.56691534,5000000.0,239.0,1.265313863,3.0,1001435.5,158394.0,1131097.709,No,1.0,2019-08-02,English,Neutral,20589.0,True,True,True,False,False,True,False,False,False,1,True
Owais Tohid,Express News,Daily Pakistan,Punjab,Quetta,Health,NDMA warns of heavy rains in Punjab,59.56691534,5000000.0,108.0,0.822288691,,1331112.0,10466.0,1573536.059,No,1.0,2025-01-07,English,,1491.0,True,False,False,False,False,True,False,False,False,1,False
Mohsin Raza Khan,Geo News,Express Tribune,Punjab,Peshawar,Politics,Flood relief funds under scrutiny,42.92887657,6514741.0,216.5,-1.029019012,3.0,961484.5,36649.0,5000000.0,,0.0,2023-08-24,,Neutral,31171.0,False,False,True,False,True,True,False,True,True,1,False
Rauf Klassra,SAMAA TV,Jang,Islamabad,Islamabad,Health,Villages submerged in southern Punjab,83.24467237,5000000.0,440.0,-0.2632873491,3.0,943522.0,94237.5,2685744.867,No,,2025-06-24,Urdu,Pro-Govt,16652.0,False,False,False,False,True,False,True,False,False,1,False
Ansar Abbasi,Abb Takk News,Jang,Punjab,Multan,Economy,Budget deficit reaches record high,98.52124789,5000000.0,252.0,0.2520852213,3.0,873051.5,189112.0,10000000.0,Yes,0.0,2018-11-26,English,Neutral,20865.5,False,True,False,True,True,True,False,False,False,1,True
Dr. Shahid Masood,Hum News,Nawa-i-Waqt,Islamabad,Lahore,Health,Thousands displaced due to rains,55.49601863,20000000.0,186.0,0.1334110082,3.0,1938211.0,93930.0,750537.2973,No,1.0,2020-08-11,Urdu,Opposition,28752.0,True,False,False,False,False,False,False,False,False,1,True
Asma Shirazi,Express News,Daily Pakistan,Sindh,Multan,Health,Polio cases reported in KPK,100.0,1000000.0,259.0,0.7476806925,3.0,1331112.0,177265.0,5000000.0,No,0.0,2020-07-04,Urdu,Neutral,40630.0,False,False,True,False,True,True,False,True,False,1,False
Matiullah Jan,Geo News,Nawa-i-Waqt,Punjab,Lahore,Health,Doctors protest low salaries,58.592160105000005,20000000.0,261.0,-0.01462863279,0.0,1087522.0,86117.0,10000000.0,,,2021-08-28,English,Opposition,27296.0,True,False,True,True,False,True,False,False,True,1,False
Umar Cheema,Express News,Nawa-i-Waqt,Punjab,Quetta,Media,"Media freedom at risk, says HRCP report",59.56691534,14745497.0,231.0,1.40395097,3.0,929361.5,107138.0,1163210.214,Yes,,2023-04-18,English,Neutral,22760.0,True,False,True,False,True,True,False,False,False,1,True
Asma Shirazi,Dawn News,Dawn,Azad Jammu & Kashmir,Quetta,Judiciary,Case adjourned till next week,54.31346769,20000000.0,227.5,-0.2310886424,,1353842.0,3165.0,5000000.0,No,,2022-02-05,English,,29078.5,True,False,True,True,True,False,False,False,False,1,True
Rauf Klassra,Dawn News,The News,Islamabad,Lahore,Health,Thousands displaced due to rains,6.015999759,5000000.0,262.0,-0.08999652479,1.0,1104290.5,159960.0,5000000.0,No,0.0,2022-05-23,,Neutral,25866.0,False,True,True,True,False,True,False,True,False,1,True
Mohsin Raza Khan,SAMAA TV,Daily Pakistan,Khyber Pakhtunkhwa,Peshawar,Sports,New talent emerges in under-19 cricket,58.93298246,1000000.0,260.0,-0.5850430342,3.0,946699.0,102032.0,10000000.0,No,1.0,2025-12-15,English,Neutral,27097.0,True,False,True,False,True,True,True,False,False,1,True
Kamran Shahid,Express News,Express Tribune,Balochistan,Karachi,Health,Thousands displaced due to rains,1.600530417,5000000.0,259.0,-0.1277216252,3.0,1331112.0,107753.0,5000000.0,Yes,0.0,2018-09-02,,Neutral,4173.0,False,False,True,False,True,True,True,True,False,1,False
Saleem Safi,ARY News,Jang,Islamabad,Quetta,Sports,Karachi Kings beat Multan Sultans,56.06780072,8109006.0,140.0,0.1081336782,,1098347.0,87695.5,5000000.0,Yes,1.0,2025-06-22,,,34105.0,True,False,False,True,False,True,True,True,False,1,False
Mohsin Raza Khan,ARY News,Jang,Balochistan,Peshawar,Sports,Pakistan faces defeat in hockey series,48.44596683,16092654.0,278.0,0.1081336782,,1352388.0,118087.0,1422268.848,Yes,0.0,2019-04-20,,,25424.0,False,False,True,True,True,False,False,False,False,1,True
Dr. Shahid Masood,SAMAA TV,Dawn,Punjab,Karachi,Education,New universities to be established,26.47721165,20000000.0,11.0,-0.1194248091,3.0,70588.0,80925.0,5000000.0,No,0.0,2024-04-20,English,Neutral,27482.0,False,False,False,True,True,False,True,True,False,1,True
Umar Cheema,Express News,Dawn,Punjab,Lahore,Education,Private schools increase fees,59.56691534,8374767.0,239.0,0.009478904941,3.0,1001435.5,112291.0,5000000.0,No,0.0,2019-02-28,English,Opposition,20589.0,True,False,True,True,True,True,False,True,False,1,True
Mohsin Raza Khan,Dawn News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Lahore,Judiciary,CJ addresses bar association,54.31346769,5000000.0,227.5,0.1469280696,4.0,1023712.5,109854.0,10000000.0,No,,2024-01-08,Urdu,Opposition,29078.5,True,False,True,False,False,True,True,False,False,1,True
Kamran Khan,SAMAA TV,Express Tribune,Punjab,Multan,Sports,New talent emerges in under-19 cricket,65.19434822,1000000.0,260.0,0.6541722937,3.0,946699.0,102032.0,10000000.0,No,,2021-06-02,Urdu,Opposition,21311.0,False,False,True,False,True,True,True,False,False,1,False
Nusrat Javed,Geo News,Nawa-i-Waqt,Punjab,Lahore,Health,Health workers go on strike in Punjab,0.0,2028371.0,35.0,-0.6838503719,,1087522.0,99362.0,5000000.0,,,2018-03-18,Urdu,,28292.0,False,False,False,False,False,True,True,False,True,1,True
Mohsin Raza Khan,Dawn News,Express Tribune,Khyber Pakhtunkhwa,Islamabad,Health,COVID resurfaces in Islamabad schools,54.31346769,1000000.0,262.0,-0.08999652479,3.0,1104290.5,87806.0,10000000.0,Yes,,2023-08-03,Urdu,Pro-Govt,25866.0,True,False,True,True,True,True,True,False,False,1,True
Asma Shirazi,Dawn News,Nawa-i-Waqt,Azad Jammu & Kashmir,Quetta,Judiciary,Top court rejects NAB report,54.31346769,1000000.0,227.5,-0.2310886424,3.0,1023712.5,109854.0,5000000.0,Yes,,2020-12-20,Urdu,Pro-Govt,29078.5,True,False,True,True,True,True,True,True,False,1,True
Umar Cheema,Abb Takk News,Jang,Balochistan,Peshawar,Judiciary,Supreme Court issues notice on corruption case,95.54586351,17837704.0,206.0,0.17388798595,4.0,1785362.0,31335.0,10000000.0,No,0.0,2023-09-02,Urdu,Neutral,23584.5,False,False,True,True,False,False,False,False,False,1,True
Kamran Khan,ARY News,Jang,Sindh,Islamabad,Sports,Cricket team departs for World Cup,100.0,1000000.0,107.0,-1.556500511,3.0,1098347.0,50039.0,10000000.0,,,2019-02-15,English,Opposition,37988.0,False,False,False,False,True,True,False,False,True,1,False
Rauf Klassra,ARY News,Jang,Khyber Pakhtunkhwa,Multan,Judiciary,Case adjourned till next week,56.52452929,5000000.0,91.0,0.036428137145,3.0,999644.0,96990.0,3151750.643,Yes,0.0,2022-04-19,English,Pro-Govt,22627.5,False,True,False,True,True,True,True,False,False,1,True
Owais Tohid,ARY News,Jang,Khyber Pakhtunkhwa,Lahore,Health,Government announces new health policy,56.06780072,5000000.0,52.0,0.7573453499,,1722095.0,159216.0,5000000.0,,,2018-02-10,English,,24817.0,True,False,False,False,True,False,False,True,True,1,True
Saleem Safi,Geo News,Express Tribune,Balochistan,Islamabad,Education,Teachers boycott classes in KP,8.959771707,20000000.0,419.0,1.510948152,,1040577.0,101178.0,5000000.0,No,0.0,2024-06-01,Urdu,,33630.0,False,False,False,False,True,True,True,False,False,1,False
Kamran Khan,Dawn News,Express Tribune,Azad Jammu & Kashmir,Lahore,Politics,Army chief meets PM over political crisis,54.31346769,5000000.0,409.0,-0.232060017,3.0,985675.0,159730.0,1693682.489,No,0.0,2019-11-08,,Neutral,29439.0,True,True,False,True,True,True,False,False,False,1,False
Mohsin Raza Khan,Dawn News,Daily Pakistan,Sindh,Islamabad,Terrorism,Quetta blast: ISPR releases statement,54.31346769,20000000.0,121.0,-1.948662543,4.0,1043331.0,84924.0,10000000.0,Yes,1.0,2025-01-16,Urdu,Neutral,27640.0,True,False,False,False,False,True,True,False,False,1,True
Shahzeb Khanzada,Geo News,Nawa-i-Waqt,Islamabad,Hyderabad,Health,Floods devastate Sindh villages,64.20873322,11264933.0,144.0,-1.526678887,3.0,1087522.0,99362.0,5000000.0,No,0.0,2019-12-07,English,Neutral,28292.0,False,False,False,False,True,True,True,False,False,1,True
Asma Shirazi,Geo News,Daily Pakistan,Azad Jammu & Kashmir,Rawalpindi,Economy,Dollar hits 300 in open market,58.592160105000005,5000000.0,278.0,-0.1622564327,,904352.0,80338.0,5000000.0,No,0.0,2020-05-24,Urdu,,25917.5,True,False,True,False,False,True,False,True,False,1,True
Asma Shirazi,Dawn News,Dawn,Azad Jammu & Kashmir,Peshawar,Terrorism,Attack on Army convoy in Waziristan,71.71265859,15715370.0,200.0,0.012362741463,3.0,1043331.0,43224.0,5000000.0,Yes,0.0,2025-09-15,English,Opposition,38265.0,False,False,True,True,True,True,False,True,False,1,False
Kamran Shahid,Express News,Express Tribune,Islamabad,Multan,Terrorism,Bomb blast near Karachi market,59.56691534,5000000.0,242.0,-0.5255190817,3.0,1169756.0,79747.0,5000000.0,Yes,1.0,2022-03-26,Urdu,Opposition,24329.0,True,True,True,False,True,True,True,False,False,1,True
Rauf Klassra,SAMAA TV,Daily Pakistan,Islamabad,Hyderabad,Politics,Khan addresses rally in Multan,90.37434883,1000000.0,454.0,0.02773485156,5.0,1033388.5,10680.0,4528784.196,Yes,0.0,2023-03-09,English,Opposition,34952.0,False,False,False,False,False,True,False,False,False,1,False
Dr. Shahid Masood,Express News,Express Tribune,Punjab,Islamabad,Politics,New tax reforms spark debate in parliament,59.56691534,1000000.0,249.0,-1.488161718,,1898750.0,32664.0,1295032.333,Yes,0.0,2022-02-19,English,,26148.0,True,False,True,False,True,False,False,False,False,1,True
Talat Hussain,SAMAA TV,Daily Pakistan,Punjab,Quetta,Terrorism,Bomb blast near Karachi market,100.0,5000000.0,387.0,0.069461912655,3.0,901355.0,155983.0,5000000.0,,,2021-09-14,English,Neutral,21610.0,False,True,False,True,True,False,False,False,True,1,True
Talat Hussain,Geo News,Express Tribune,Khyber Pakhtunkhwa,Rawalpindi,Sports,Women cricket team sets new record,58.592160105000005,5000000.0,246.0,1.586756118,3.0,1012541.0,99141.0,5000000.0,Yes,,2018-12-01,Urdu,Opposition,28251.0,True,True,True,False,True,True,True,True,False,1,False
Umar Cheema,ARY News,Dawn,Khyber Pakhtunkhwa,Quetta,Health,COVID resurfaces in Islamabad schools,38.68459101,20000000.0,236.0,0.1519138414,3.0,1000345.0,25943.0,5000000.0,Yes,0.0,2025-04-05,,Opposition,21638.0,False,False,True,True,True,True,False,True,False,1,False
Mohsin Raza Khan,Geo News,The News,Azad Jammu & Kashmir,Hyderabad,Health,Punjab bans junk food in schools,58.592160105000005,10163170.0,222.0,-0.01462863279,3.0,1087522.0,42787.0,2888645.009,No,0.0,2022-03-14,Urdu,Opposition,28292.0,True,False,False,True,True,True,False,False,False,1,True
Ansar Abbasi,Express News,The News,Khyber Pakhtunkhwa,Multan,Sports,Pakistan football team defeats India,90.57206129,1000000.0,23.0,0.07480188712000001,5.0,851632.0,107981.0,5000000.0,Yes,,2021-11-09,English,Pro-Govt,25833.0,False,False,False,True,False,False,True,False,False,1,True
Ansar Abbasi,ARY News,The News,Khyber Pakhtunkhwa,Quetta,Health,Health crisis follows floods,38.00084929,5000000.0,149.0,0.1519138414,3.0,1000345.0,109149.0,10000000.0,No,1.0,2020-06-04,Urdu,Opposition,24817.0,False,True,False,True,True,True,True,False,False,1,True
Kamran Khan,SAMAA TV,Express Tribune,Balochistan,Islamabad,Education,Matric exams leaked in Karachi,58.93298246,5000000.0,243.0,-0.1194248091,,970286.0,80925.0,5000000.0,Yes,0.0,2025-12-26,Urdu,,27482.0,True,True,True,True,False,True,True,True,False,1,True
Matiullah Jan,ARY News,Express Tribune,Islamabad,Multan,Terrorism,Suicide bombing in Peshawar mosque,56.06780072,1000000.0,227.0,0.13618633759999998,3.0,1110405.0,90185.0,5000000.0,No,0.0,2025-01-20,English,Opposition,24118.0,True,False,False,True,True,True,True,True,False,1,True
Rauf Klassra,ARY News,Express Tribune,Khyber Pakhtunkhwa,Hyderabad,Terrorism,TTP commander killed in operation,24.71651252,1000000.0,75.0,0.13618633759999998,3.0,896708.0,90185.0,5000000.0,No,,2020-10-05,Urdu,Pro-Govt,39402.0,False,False,False,True,True,False,True,False,False,1,False
Owais Tohid,ARY News,Nawa-i-Waqt,Islamabad,Rawalpindi,Economy,Remittances fall sharply in July,63.27927713,5000000.0,230.5,-1.407562138,,984303.0,101616.0,4858346.981,No,,2023-02-18,Urdu,,25935.5,False,False,True,False,False,True,True,False,False,1,True
Rauf Klassra,Express News,The News,Azad Jammu & Kashmir,Islamabad,Education,Punjab launches scholarship scheme,59.56691534,5000000.0,67.0,0.3893994195,3.0,398642.0,17211.0,5000000.0,No,,2023-01-23,English,Opposition,20589.0,True,False,False,False,False,False,False,False,False,1,True
Owais Tohid,Express News,Jang,Punjab,Karachi,Sports,Babar Azam century wins the game,59.56691534,20000000.0,275.0,0.07480188712000001,3.0,977631.5,183811.0,5000000.0,No,1.0,2024-02-10,Urdu,Pro-Govt,3342.0,True,False,True,True,True,True,False,True,False,1,False
Mohsin Raza Khan,Express News,Nawa-i-Waqt,Sindh,Islamabad,Economy,Pakistan seeks investment from Gulf countries,59.56691534,5000000.0,259.0,0.046992624185,3.0,1095390.5,104768.0,10000000.0,Yes,1.0,2024-06-28,English,Opposition,22229.0,True,True,False,True,True,True,True,False,False,1,False
Kamran Khan,Express News,The News,Khyber Pakhtunkhwa,Lahore,Politics,Khan addresses rally in Multan,74.17029957,4861054.0,249.0,1.256758232,4.0,1126872.0,34164.0,10000000.0,No,,2022-11-26,Urdu,Neutral,33537.0,False,False,True,False,False,True,False,False,False,1,False
Umar Cheema,Dawn News,The News,Islamabad,Rawalpindi,Education,Private schools increase fees,0.0,20000000.0,254.0,1.709798751,,1086281.5,85156.0,5000000.0,Yes,0.0,2018-05-06,English,,6010.0,False,False,True,False,True,True,True,True,False,1,False
Nusrat Javed,Dawn News,Nawa-i-Waqt,Azad Jammu & Kashmir,Rawalpindi,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,91.47439796,20000000.0,259.0,-0.1226642462,,1033934.0,61794.0,10000000.0,Yes,0.0,2025-01-13,English,,1477.0,False,False,True,True,False,True,False,False,False,1,False
Talat Hussain,Dawn News,The News,Khyber Pakhtunkhwa,Lahore,Education,Curriculum reforms announced,31.99676363,5000000.0,254.0,0.028593852375,,1846252.0,109573.0,5000000.0,,,2023-02-19,Urdu,,23397.0,False,True,True,True,True,False,False,False,True,1,True
Mohsin Raza Khan,Hum News,Dawn,Sindh,Hyderabad,Terrorism,Five soldiers martyred in ambush,55.49601863,5000000.0,203.0,1.430023844,,893609.5,95955.0,5000000.0,,1.0,2020-02-07,English,,26556.5,True,True,True,False,False,True,False,True,True,1,True
Shahzeb Khanzada,SAMAA TV,Jang,Islamabad,Peshawar,Sports,Karachi Kings beat Multan Sultans,71.27267505,5000000.0,260.0,-0.01208396201,3.0,23701.0,102032.0,3478299.428,Yes,1.0,2023-01-19,English,Pro-Govt,38082.0,False,True,True,True,False,False,True,False,False,1,False
Shahzeb Khanzada,Abb Takk News,The News,Sindh,Peshawar,Politics,Khan addresses rally in Multan,58.74782338,1000000.0,244.0,-0.2276290006,2.0,857546.0,85292.5,5000000.0,Yes,,2018-05-02,Urdu,Neutral,17157.0,True,False,True,False,False,False,True,True,False,1,True
Rauf Klassra,Geo News,Nawa-i-Waqt,Punjab,Hyderabad,Terrorism,Terrorist attack in Quetta leaves 20 dead,58.592160105000005,5000000.0,354.0,0.136322051,2.0,987399.0,93643.0,10000000.0,No,1.0,2020-01-13,English,Opposition,40383.0,True,False,False,True,False,True,True,False,False,1,False
Owais Tohid,ARY News,Express Tribune,Punjab,Lahore,Media,ARY anchor arrested in midnight raid,56.06780072,5000000.0,241.0,-0.05195834602,3.0,1015495.0,119789.0,4537387.333,Yes,0.0,2018-06-03,English,Pro-Govt,37150.0,True,False,True,True,True,True,True,False,False,1,False
Kamran Khan,Dawn News,Dawn,Sindh,Hyderabad,Health,Mental health awareness campaign launched,100.0,20000000.0,262.0,1.864323342,4.0,1104290.5,87806.0,10000000.0,No,0.0,2023-06-08,Urdu,Pro-Govt,8897.0,False,False,True,False,False,True,True,False,False,1,False
Shahzeb Khanzada,Hum News,Jang,Balochistan,Islamabad,Politics,Student unions demand restoration,55.49601863,5000000.0,248.5,1.835839764,,464607.0,16890.0,5000000.0,Yes,,2021-01-07,,,23149.0,True,False,True,False,False,False,False,False,False,1,True
Owais Tohid,Express News,Express Tribune,Balochistan,Karachi,Sports,Pakistan faces defeat in hockey series,100.0,20000000.0,275.0,0.5856023927,1.0,977631.5,27061.0,10000000.0,,1.0,2020-03-13,Urdu,Neutral,25833.0,False,False,True,False,False,True,False,False,True,1,True
Talat Hussain,Hum News,Dawn,Punjab,Multan,Sports,Babar Azam century wins the game,71.1235348,5000000.0,237.0,0.3119681389,3.0,847993.5,90563.0,2343481.58,No,0.0,2019-09-11,English,Opposition,23517.0,False,False,True,False,True,True,True,False,False,1,True
Rauf Klassra,Abb Takk News,The News,Balochistan,Hyderabad,Economy,Remittances fall sharply in July,58.74782338,5000000.0,249.0,0.8670282322,3.0,873051.5,118146.0,5000000.0,No,1.0,2019-12-28,English,Neutral,20865.5,True,True,True,False,True,True,True,True,False,1,True
Nusrat Javed,Dawn News,Jang,Islamabad,Karachi,Judiciary,Case adjourned till next week,54.31346769,5000000.0,167.0,-0.8732321798,1.0,1023712.5,109854.0,10000000.0,,0.0,2024-05-05,English,Neutral,30908.0,True,False,False,False,False,True,True,False,True,1,False
Ansar Abbasi,Abb Takk News,Express Tribune,Islamabad,Multan,Judiciary,High Court stays government decision,58.74782338,5000000.0,206.0,0.17388798595,3.0,1174623.0,76172.5,5000000.0,No,,2021-11-14,Urdu,Pro-Govt,16704.0,True,True,True,True,True,True,True,True,False,1,False
Mohsin Raza Khan,Hum News,The News,Balochistan,Islamabad,Judiciary,Supreme Court issues notice on corruption case,100.0,5000000.0,252.0,0.1887393745,2.0,1076492.0,90316.0,2038522.322,No,,2018-01-22,English,Opposition,28314.0,False,True,True,True,False,True,True,False,False,1,True
Matiullah Jan,ARY News,Express Tribune,Balochistan,Multan,Terrorism,Quetta blast: ISPR releases statement,49.86850521,1000000.0,354.0,0.13618633759999998,3.0,672298.0,90185.0,5000000.0,Yes,0.0,2021-07-23,Urdu,Pro-Govt,24118.0,False,False,False,True,False,False,True,False,False,1,True
Ansar Abbasi,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Peshawar,Health,Villages submerged in southern Punjab,50.70398476,5000000.0,236.0,-1.986625103,3.0,1000345.0,109149.0,5000000.0,Yes,1.0,2023-10-18,Urdu,Neutral,6432.0,False,True,True,False,True,True,True,False,False,1,False
Kamran Shahid,Geo News,Express Tribune,Azad Jammu & Kashmir,Peshawar,Judiciary,Case adjourned till next week,5.763959599,1919783.0,260.0,0.2461041977,3.0,1117476.5,95538.0,10000000.0,Yes,1.0,2019-10-09,English,Opposition,22690.0,False,False,False,True,True,True,True,False,False,1,True
Umar Cheema,SAMAA TV,Nawa-i-Waqt,Punjab,Multan,Health,Mental health awareness campaign launched,58.93298246,1000000.0,281.5,0.6706885108,3.0,304834.0,3333.0,5000000.0,Yes,1.0,2021-11-08,Urdu,Neutral,23490.0,True,False,True,False,True,False,False,False,False,1,False
Saleem Safi,Dawn News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Multan,Judiciary,SC disqualifies minister in assets case,57.68323165,5000000.0,227.5,-0.2310886424,,1634142.0,109854.0,5000000.0,Yes,,2018-06-08,English,,29078.5,False,True,True,True,True,False,True,True,False,1,True
